"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","experimentation_ord"
"152","Yee Haw Brewing Co.","423 6TH AVE S","09310018800","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Yee Haw Brewing Co. is a craft brewery located in Nashville, Tennessee. It was founded in 2018 with the goal of bringing a unique and quality beer experience to the city of Nashville.
he brewery also frequently hosts events, live music performances, and food truck pop-ups, making it a popular gathering spot for the local community.
","","","(615) 647-8272","https://yeehawbrewing.com/events/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1549571127237,-86.7770779937017,1,1,1,1
"153","Zanies Comedy Showplace Nashville","2025 8TH AVE S","10510018300","Eric Holt","1. Yes","Null","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Local acts & famous comedians share the stage at this longtime comedy club with an open-mike showcase featuring local musicians as musical guests","Brian Dorfman","","(615) 269-0221","https://nashville.zanies.com/","37204","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1319951120195,-86.7794707526656,3,4,3,3
"154","Ascend Amphitheater","310 1ST AVE S","09306004100","Marcus Dowling","2. No","6800","1. Always","3. 11-20 Events per month","3. 11-20 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","2. Not too likely","","1.Not At All Likely","1","0","0","An open air event venue on the Cumberland River in Nashville inside Metro Riverfront Park that is operated by Live Nation","","","(615) 258-5944","https://www.livenation.com/venue/KovZpZAEet7A/ascend-amphitheater-events","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1601490255148,-86.7717547545004,2,4,2,1
"155","CE gallery
(WEHO and/or Madison location)","425 CHESTNUT ST","10503017100","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","1. 0-3 Years","4. Mixed/all of the above","4. Very Likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","A multi-media studio that curates avant-garde experiences with the arts & holistic community. Speakeasy inspired contemporary & performance arts studio. Minority-owned space.","Clarence Edward","info@cegallery.co","","https://www.facebook.com/TheCeGallery/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1435556808651,-86.7683283305007,4,4,4,4
"156","Cheekwood Botanical Garden and Museum of Art","111 CHEEK RD","12912013400","Eric Holt","1. Yes","Null","4. Information unavailable","2. 5-10 Events per month","4. 20+ Years","","4. Very Likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Botanical garden and art museum located on the historic Cheek estate which hosts seasonal festivals with live music","","","(615) 356-8000","https://cheekwood.org/","37205","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.0883675288851,-86.8760754155159,4,4,3,3
"157","City Winery Nashville","600 MIDDLETON ST","09314059200","Eric Holt","1. Yes","","2. Sometimes","3. 11-20 Events per month","2. 3-10 Years","1. Ticket sales","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","City Winery Nashville is a music venue, restaurant, and winery located in Nashville, Tennessee. It offers a unique and intimate setting for live music performances, as well as a wine bar and a full-service restaurant serving seasonal and locally-sourced cuisine. ","Todd McCann","tmccann@citywinery.com","(615) 324-1033","https://citywinery.com/nashville/Online/default.asp","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1523639338996,-86.7762880958872,3,3,3,3
"158","Deep Tropics (Music Festival)","900 ROSA L PARKS BLVD","08213036600","Eric Holt","1. Yes","","3. Never","1. 1-4 Events per month","2. 3-10 Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","Deep Tropics is a music festival that takes place in Nashville, Tennessee. It is a celebration of electronic dance music (EDM) and features performances by a variety of artists and DJs, including both local and international talent. ","","Blake@deeptropics.org","","https://www.deeptropics.org/","37243","Davidson","Nashville","Electric Dance Music (EDM)","","","","","","","","","","","","","",36.1711222096749,-86.7877884184662,4,4,4,4
"159","Delgado Guitars","919 C GALLATIN AVE","08301045500","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","3. Somewhat likely","4. Very Likely","","4. Very Likely","0","0","0","Delgado Guitars is a guitar shop (a maker or repairer of stringed musical instruments, especially guitars) based in Nashville, Tennessee. ","Manuel Delagdo","info@delgadoguitars.com","(615) 227-4578 ","https://delgadoguitars.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.186974131231,-86.745766388655,3,4,4,4
"160","Drifters BBQ","1008 WOODLAND ST","08309021400","","1. Yes","250","2. Sometimes","2. 5-10 Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Family friendly BBQ joint with live music and an outdoor patio.","","driftersnashville@gmail.com","(615) 262-2776","https://www.driftersnashville.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1767931720223,-86.7507762691362,1,2,3,1
"161","Eastside Bowl","1508 GALLATIN PIKE","05100018000","Eric Holt","1. Yes","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","1. Ticket sales","2. Not too likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Bowling Alley, Music Venue, Diner, Lounge, Arcade in an old K-Mart in Madison, TN","","info@eastsidebowl.com","(615) 636-9093","https://eastsidebowl.com/","37115","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2379247391396,-86.72630829766,2,4,3,3
"162","Fanny's House of Music","1101 HOLLY ST","08309023600","Adrianna Flax","1. Yes","Null","4. Information unavailable","1. 1-4 Events per month","3. 11-20 Years","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","East Nashville's full service music store selling instruments, accessories and vintage clothing featuring live music events and offering professional music lessons for all ages","","info@fannyshouseofmusic.com","(615) 750-5746","https://www.fannyshouseofmusic.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1764957304607,-86.7498380347772,1,1,3,1
"163","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,2
"164","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,2
"165","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,2
"166","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,2
"167","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,2
"168","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,2
"169","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,2
"170","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,2
"171","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,2
"172","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,2
"173","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,2
"174","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,2
"175","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,2
"176","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,2
"177","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,2
"178","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,2
"179","Jane's Hideaway","403 GALLATIN AVE","08309000800","","1. Yes","","3. Never","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Upbeat, brick-lined spot serving brunch, Southern comfort food & craft cocktails, plus nightly sets.","John Peet; music manager is Shawn Spencer","john@janeshideaway.com","(615) 942-7809","https://www.janeshideaway.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1808649105029,-86.7492527754111,1,3,3,1
"180","Lipscomb University Department of Theatre","1 UNIVERSITY PARK DR","11716016300","","2. No","","4. Information unavailable","","","","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Lipscomb University Department of Theatre is a performing arts program within Lipscomb University in Nashville, Tennessee..
The theatre department at Lipscomb University produces a variety of plays and musicals each year, ranging from classic works to contemporary productions. The productions are directed and performed by students and faculty, as well as guest artists and professionals from the Nashville theatre community.
","Beki Baker","beki.baker@lipscomb.edu","(615) 966-5728","https://www.lipscomb.edu/academics/programs/theatre","37204","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1059061336745,-86.7985257445467,3,1,3,1
"181","Little Harpeth Brewing","1 TERMINAL DR","10700005000","","1. Yes","600","2. Sometimes","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Energetic brewery offering pints & flights of its own craft beers, plus live music events.","","","(615) 942-7066","https://www.littleharpeth.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1272169186737,-86.6802175210344,1,1,1,1
"182","Marathon Music Works","1404 CLINTON ST","09208001800","Eric Holt","2. No","1,500","2. Sometimes","3. 11-20 Events per month","3. 11-20 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","A turn of the century auto factory converted into a unique music venue hosting concerts and private events","Ryan Henry","ryan@marathon.live","(615) 239-5584  Ext. 100 
","https://marathon.live/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1639026132996,-86.7978140374924,2,4,3,3
"183","McNamara's Irish Pub","2740 OLD LEBANON PIKE","09601001600","","1. Yes","100","3. Never","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Classic Gaelic tavern food with a variety of whiskeys & beers and live music. ** Same band every night - always Irish music","","","(615) 885-7262","https://www.mcnamarasirishpub.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1689010647499,-86.6642587516033,2,4,3,1
"184","Mirror Mirror","2623 LEBANON PIKE","09504018600","","1. Yes","","3. Never","","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Retail Boutique, Tea House, Music & More","Marco Argiro","mirrormirrornetwork@gmail.com","(615) 891-7591","https://www.mirrormirrornetwork.com/","37214","Davidson","Nashville","","","","","","","","","","","","","","",36.1695098403469,-86.673640430123,NA,1,1,1
"185","Music Makers Stages at Delgado Guitars","919 A GALLATIN AVE","08301041800","Eric Holt","1. Yes","75","4. Information unavailable","1. 1-4 Events per month","","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Music Makers Stage is a small, intimate live event space with virtual capabilities.","","musicmakersstage@gmail.com","(615) 227-4578 ","https://musicmakersstage.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1870648990231,-86.7464679848369,2,4,3,1
"186","Musicians Hall of Fame and Museum","417 4TH AVE N","09302001300","","2. No","1500","2. Sometimes","","3. 11-20 Years","","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","This museum honors notable Nashville musicians regardless of genre or instrument featuring private event spaces and live music events","","","(615) 244-3263","https://www.musicianshalloffame.com/","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1675228673492,-86.7822397826025,2,4,3,1
"187","Nashville Children's Theatre","700 PRESIDENT RONALD REAGAN WAY","09311019900","","2. No","540","3. Never","","4. 20+ Years","","4. Very Likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","One of the oldest operating professional children's theatre companies in the U.S. featuring musical performances by children and their families","","","(615) 254-9103","https://nashvillechildrenstheatre.org/","37210","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1540188977757,-86.7683500886306,4,4,3,3
"188","Tomato Art Fest","1106 WOODLAND ST","08309017800","Adrianna Flax","2. No","","4. Information unavailable","1. 1-4 Events per month","3. 11-20 Years","","2. Not too likely","3. Somewhat likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Tomato Art Fest has been uniting fruits and vegetables since 2004. The annual festival attracts people from all over with fun-themed art, local music, delicious food, costumes, wacky contests, shopping, kids activities, & more. ","Jack Davis","jack@goodneighborfestivals.com","","https://www.tomatoartfest.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1770163838316,-86.7492334409574,2,3,2,2
"189","Pearl Diver","1010 GALLATIN AVE","08301015500","","1. Yes","","1. Always","1. 1-4 Events per month","2. 3-10 Years","3. Tips","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Its a Bar with Live music Performances","","pearldivernashville@gmail.com","(615) 988-2265","https://www.pearldivernashville.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1892113733575,-86.7463597053372,1,2,1,1
"190","Rebar at the Dam","3248 BLACKWOOD DR","09713003900","","1. Yes","","2. Sometimes","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Local bar with a small stage for live music & comedy acts, cheap food, sports TV & pool tables.","","","(615) 915-3486","https://rebarnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1520680469237,-86.6274070030623,1,1,1,1
"191","Rosemary and Beauty Queen (bar); Pink Spiders (band)","1102 FORREST AVE","08309012500","Eric Holt","1. Yes","","3. Never","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","4. Very Likely","0","0","0","Neighborhood food and drinks in East Nashville","Meagan Briggs","info@rosemaryandbeautyqueen.com","(615) 730 7700","https://www.rosemaryandbeautyqueen.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.178196521554,-86.7495459408307,1,3,3,4
"192","The Ballad of Emerson Hall","2510 GALLATIN AVE","07213038300","","2. No","","2. Sometimes","1. 1-4 Events per month","2. 3-10 Years","","2. Not too likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","The Ballad of Emerson Hall is a music venue located in East Nashville's historic Emerson Hall. It offers a range of services, including drinks, snacks, live music performances, and traditional straight razor shaves. The venue also hosts special events and line dance lessons and two-step instruction for bachelorette parties.","","contact@theballadeast.com","(615) 681-0196","https://www.theballadeast.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1958991587512,-86.7418591835306,2,3,3,3
"193","The Bluebird Cafe","4104 A HILLSBORO PIKE","131020B00300CO","Eric Holt","1. Yes","100","3. Never","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","3. Somewhat likely","4. Very Likely","","1.Not At All Likely","0","0","0","The Bluebird Cafe is one of the world's preeminent listening rooms that has gained worldwide recognition as a songwriter's performance space where the ""heroes behind the hits"" perform their own songs; songs that have been recorded by chart-topping artist","","info@bluebirdcafe.com","(615) 383-1461","https://bluebirdcafe.com/","37215","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1020978226001,-86.816840840808,2,4,4,1
"194","The Fairgrounds Nashville","0 RAINS AVE","10507037500","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,1,1,1,4
"195","The Fairgrounds Nashville","0 RAINS AVE","10507037500","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,1,1,1,4
"196","The Fairgrounds Nashville","0 RAINS AVE","10507037500","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,1,1,1,4
"197","The Fairgrounds Nashville","0 RAINS AVE","10507037500","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,1,1,1,4
"198","The Fairgrounds Nashville","0 RAINS AVE","10507051900","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,1,1,1,4
"199","The Fairgrounds Nashville","0 RAINS AVE","10507051900","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,1,1,1,4
"200","The Fairgrounds Nashville","0 RAINS AVE","10507051900","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,1,1,1,4
"201","The Fairgrounds Nashville","0 RAINS AVE","10507051900","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,1,1,1,4
